FECHA,MERVAL,UVA,BADLAR,MPFONDO,MEP
17/4/2020,"29.883,28","52,21","16,88","1.960,29","99,84"
16/4/2020,"30.077,72","52,15","16,88","1.959,72","103,37"
15/4/2020,"32.070,67","52,12","18,25","1.959,15","108,32"
14/4/2020,"30.781,54","52,09","18,13","1.958,59","106,26"
13/4/2020,"28.880,64","51,92","21,00","1.958,05","101,09"
8/4/2020,"28.017,59","51,89","21,94","1.955,12","94,27"
7/4/2020,"26.696,10","51,85","23,06","1.954,43","90,44"
6/4/2020,"26.922,59","51,76","25,13","1.953,70","89,57"
3/4/2020,"26.505,41","51,69","25,75","1.951,49","88,42"
2/4/2020,"26.003,28","51,69","26,13","1.950,71","87,78"
1/4/2020,"25.324,28","51,66","27,00","1.949,89","87,88"
30/3/2020,"24.384,24","51,52","27,56","1.948,49","85,96"
27/3/2020,"24.058,60","51,49","27,75","1.945,32","85,42"
26/3/2020,"25.483,94","51,46","29,38","1.944,04","83,20"
25/3/2020,"26.338,03","51,29","29,31","1.942,59","86,79"
20/3/2020,"23.890,35","51,26","29,00","1.935,59","91,40"
19/3/2020,"22.656,43","51,23","29,31","1.934,42","88,53"
18/3/2020,"22.087,13","51,20","29,50","1.933,27","88,35"
17/3/2020,"25.823,46","51,16","29,50","1.932,14","86,90"
16/3/2020,"25.697,51","51,05","29,50","1.931,06","88,17"
13/3/2020,"28.447,97","51,01","29,31","1.927,61","88,22"
12/3/2020,"28.351,89","50,97","29,50","1.926,44","87,48"
11/3/2020,"31.419,60","50,93","29,81","1.925,28","85,76"
10/3/2020,"32.832,26","50,89","29,75","1.924,08","83,40"
9/3/2020,"30.379,90","50,77","29,56","1.922,86","85,12"
6/3/2020,"35.222,43","50,73","29,88","1.919,31","81,61"
5/3/2020,"36.772,20","50,69","30,44","1.918,01","80,13"
4/3/2020,"37.243,36","50,65","30,50","1.916,87","80,35"
3/3/2020,"35.999,22","50,61","31,19","1.915,74","80,80"
2/3/2020,"36.253,25","50,49","31,00","1.914,60","81,25"
28/2/2020,"34.973,18","50,45","31,81","1.911,15","80,87"
27/2/2020,"35.387,05","50,41","31,06","1.910,00","79,56"
26/2/2020,"36.422,24","50,22","31,13","1.908,85","79,81"
21/2/2020,"38.602,48","50,18","31,88","1.903,00","79,75"
20/2/2020,"38.961,41","50,14","33,00","1.901,82","80,18"
19/2/2020,"38.390,84","50,10","33,44","1.900,60","80,74"
18/2/2020,"38.156,95","50,06","32,88","1.899,39","80,44"
17/2/2020,"39.200,25","49,92","33,94","1.898,18","81,52"
14/2/2020,"38.647,68","49,86","34,06","1.894,53","82,19"
13/2/2020,"38.669,46","49,81","35,25","1.893,25","81,95"
12/2/2020,"39.936,15","49,75","34,38","1.891,96","81,56"
11/2/2020,"39.824,50","49,69","35,19","1.890,67","82,32"
10/2/2020,"41.052,95","49,51","34,50","1.889,42","82,29"
7/2/2020,"41.213,89","49,46","34,13","1.885,65","82,43"
6/2/2020,"40.906,09","49,40","34,69","1.884,38","82,66"
5/2/2020,"40.767,11","49,34","34,25","1.883,14","82,83"
4/2/2020,"41.033,79","49,28","34,69","1.881,91","82,90"
3/2/2020,"41.577,06","49,11","34,31","1.880,67","82,56"
31/1/2020,"40.105,04","49,05","34,00","1.877,22","83,79"
30/1/2020,"40.394,95","49,00","34,31","1.875,75","82,97"
29/1/2020,"40.341,41","48,94","34,31","1.874,29","82,22"
28/1/2020,"40.829,70","48,88","34,50","1.872,83","82,71"
27/1/2020,"39.604,57","48,71","34,31","1.871,37","81,84"
24/1/2020,"39.917,82","48,65","34,88","1.866,98","81,86"
23/1/2020,"41.140,21","48,59","34,56","1.865,58","81,57"
22/1/2020,"42.002,34","48,54","34,94","1.864,11","80,32"
21/1/2020,"41.485,86","48,48","34,94","1.862,71","79,93"
20/1/2020,"43.054,01","48,31","35,38","1.861,30","79,89"
17/1/2020,"42.339,82","48,25","35,38","1.856,74","79,62"
16/1/2020,"42.362,34","48,20","36,13","1.855,16","80,03"
15/1/2020,"41.246,19","48,13","36,31","1.853,59","79,40"
14/1/2020,"41.633,73","48,07","36,50","1.852,03","79,27"
13/1/2020,"42.017,78","47,87","37,13","1.850,52","79,90"
10/1/2020,"42.740,38","47,81","37,56","1.846,03","77,65"
9/1/2020,"42.035,70","47,74","38,00","1.844,30","76,22"
8/1/2020,"41.016,02","47,68","37,56","1.842,58","74,81"
7/1/2020,"41.115,71","47,61","38,25","1.840,87","76,03"
6/1/2020,"41.469,66","47,42","38,75","1.839,11","75,80"
3/1/2020,"40.499,15","47,35","38,75","1.833,97","75,88"
2/1/2020,"41.106,96","47,23","38,88","1.832,39","74,51"
