expected_return,volatility,sharpe,alpha_capm_mvo,alpha_hrp,alpha_mpt,alpha_risk_parity,w_SPY,w_EEM,w_VIG,w_GLD,w_BTC,w_LATAM,w_CORP,frontier_rank,frontier_pct
0.24804610468917457,0.10058779413784577,2.17838142298208,0.0134512724856011,0.09369217001577805,0.6766165907987469,0.21623996669987394,0.020175095261618047,0.019756797736014457,0.01916161091290367,0.1291810367792411,0.03070722116289578,0.45049398938596924,0.33052424876135766,78,0.78
0.24958482721478803,0.10150909588742588,2.173768791113582,0.027972328427894006,0.09028516148530638,0.6815479783815013,0.2001945317052984,0.02401640876182958,0.021578889993997576,0.019400549454117837,0.12852197941570076,0.0310342657459822,0.4430692525833086,0.3323786540450635,79,0.79
0.25088891655112705,0.10180329826147841,2.1802966876424863,0.031485074911943474,0.12093598600915804,0.6974886677311458,0.1500902713477527,0.022283740505013805,0.01927520615448339,0.016428037356659896,0.12586603225573986,0.03056528925336662,0.4486376757400388,0.33694401873469765,80,0.8
0.2511794359552539,0.10237649633841962,2.1709271301883972,0.025457539407811848,0.057443102988640436,0.6784620371224996,0.23863732048104797,0.02536055998575959,0.023299028969796673,0.021635489437905518,0.13173858936701405,0.031724070698859755,0.43317498928413584,0.33306727225652843,81,0.81
0.25208606117309984,0.10259405119710611,2.1751606063768434,0.05753079170463958,0.14403673256100996,0.7085825755107228,0.08984990022362757,0.027399799344283552,0.02074514577202358,0.014846699469205464,0.12198310370783676,0.03050332968971726,0.4450144148559475,0.33950750716098577,82,0.82
0.2538284032790071,0.10365938732237288,2.1696142194921206,0.04221098591263109,0.06611543572055542,0.6924153213523294,0.19925825701448407,0.028582915691000996,0.024147905135955477,0.020532304866693506,0.13005770303700126,0.03191077146870698,0.42696815500871765,0.33780024479192405,83,0.83
0.2542932975120363,0.10384139900413547,2.1702883157661956,0.03860997258815251,0.0575364471034357,0.692079859977915,0.21177372033049688,0.028104380513427646,0.024170588719599533,0.021008303327610525,0.13114655604530784,0.03205862402059713,0.42527884035567787,0.3382327070177795,84,0.84
0.2546840846515616,0.10389779720034141,2.1728714965505946,0.037109003780946066,0.06366795313536082,0.6960625719747949,0.2031604711088982,0.027109879744602196,0.023361491385621196,0.020301992148559014,0.13081615442717295,0.031946003420887936,0.4269524941866863,0.3395119846864704,85,0.85
0.2564322177739334,0.10487657382034558,2.169261322391263,0.03926626175901249,0.036297297252885996,0.6951150550326507,0.22932138595545082,0.029288307259965788,0.025260553108906812,0.022158684766090175,0.13321505341553141,0.032595783251885384,0.4168373243512665,0.3406442938463539,86,0.86
0.2583944560953051,0.10522834480174734,2.180657065043459,0.030481125537031677,0.05781124255647698,0.712164590781654,0.1995430411248374,0.02465428184506566,0.021747223854576482,0.01937527866512637,0.13243719125926756,0.032192705071440925,0.4231516538506448,0.34644166545387817,87,0.87
0.2606507199286967,0.10608626058346897,2.184290369871513,0.03658220420256662,0.07275885067288132,0.7272110365141957,0.16344790861035646,0.024560253370893192,0.02073763125157696,0.017526908269263525,0.13103897605528192,0.03210971143641764,0.4225397112894244,0.3514868083271424,88,0.88
0.260735142887069,0.10625751183347205,2.1815645437831717,0.027502448655846615,0.03661763981606598,0.716465264596486,0.21941464693160143,0.024769637689967303,0.022263040111327053,0.0203416463651751,0.13483127472589557,0.032697253234538703,0.4156604033163361,0.3494367445567602,89,0.89
0.2638635454846999,0.10759803313649706,2.183460199742856,0.03747535701869944,0.043926046800562966,0.7327879966384695,0.18581059954226817,0.026079372019166012,0.022122230758469565,0.01898645239427949,0.133895724107095,0.03285676333588027,0.4107152408617552,0.3553442165233545,90,0.9
0.2642092356721738,0.10814893473773278,2.1755342637650528,0.053761804693109594,0.036154841147786915,0.7305163832210477,0.17956697093805565,0.031084197288570897,0.024899909048083774,0.02005229236637368,0.13327014051056252,0.03321956657676407,0.40295131726224065,0.3545225769474043,91,0.91
0.26460886592002,0.10855839461975814,2.171009843918411,0.062367581191220704,0.029068423532114928,0.7293577490119938,0.17920624626467052,0.03389321386243305,0.02653334286547856,0.020801509635584026,0.13322420728944,0.03348075224725249,0.3977921188829658,0.354274855216846,92,0.92
0.2693792458057295,0.10968341021158544,2.19223420188467,0.030008716270778196,0.031143330852412353,0.7551865136617514,0.18366143921505823,0.023400256046413825,0.020374430224654808,0.018035821692536716,0.1364526054757979,0.03332990568234435,0.4031973921176554,0.3652095887605972,93,0.93
0.2695585538902887,0.10986653540581896,2.190212246530879,0.04629328919640992,0.05627061105200622,0.7629565029138851,0.13447959683769878,0.02594948489014838,0.020635040998465606,0.016311218226322147,0.13303745691053875,0.033054097008974805,0.40447475993105125,0.3665379420344991,94,0.94
0.27126998723890483,0.11088382147601632,2.185552963926093,0.052297091937982175,0.029650581219225213,0.7617658032091971,0.15628652363359538,0.02914717538582781,0.02302477106768281,0.01823509705049641,0.13505267252275313,0.03373330107109877,0.3933605359632227,0.3674464469389182,95,0.95
0.2722947596510775,0.11130719457224118,2.186446599663245,0.06972957564088234,0.06753525531282799,0.7776226586386653,0.08511251040762441,0.030801339342509573,0.022189246836488517,0.01516342834208919,0.1306056399890609,0.033275989331486046,0.3967006988807885,0.37126365727757726,96,0.96
0.2736671404155584,0.11199169777797167,2.1853371518683424,0.07646975224293881,0.06586836365746765,0.7829846270162466,0.07467725708334687,0.03240199821610486,0.022838649526522828,0.015064161628952232,0.13041096257064555,0.03346735051544872,0.39245626004516504,0.3733606174971607,97,0.97
0.2761748764984012,0.11245437442004269,2.1986459416361206,0.029159542856483516,0.013096235516423194,0.7813377409700516,0.17640648065704176,0.02258801097289512,0.01956821751536962,0.017323804334801036,0.13911241896407206,0.03405640026612278,0.3906164950477113,0.3767346528990282,98,0.98
0.2763649952621735,0.11338536430296893,2.1822699448269876,0.08064180180391357,0.036000111341763064,0.7855239882006142,0.09783409865370923,0.0350562031765632,0.02492148867758437,0.016885765381012025,0.13300490032479334,0.03424364459027346,0.37989943139786053,0.37598856645191314,99,0.99
0.28547877184086773,0.11749817558417522,2.1834487897774197,0.09978274282118463,0.014775134860235796,0.8199034073961732,0.06553871492240641,0.039359614651124836,0.026443906169650765,0.01630579959583664,0.13466200823797397,0.03540296209763027,0.35726857714678867,0.3905571321009949,100,1.0
