date,muy_conservador,conservador,moderado,levemente_riesgoso,muy_riesgoso,Plazo fijo UVA,Plazo fijo BADLAR,Money market,Merval
2022-12-31,109.51418722087504,110.47866740478312,111.29172743499034,111.85438946898526,112.6685511450366,99.21972882887695,65.65775166775238,63.42386419809189,128.74582005244034
2023-01-31,112.50157592211372,113.91371435544498,114.58244047221018,115.76887443115012,116.65928431056716,96.5231500975387,63.55079540926558,61.838825985524814,149.29952659543906
2023-02-28,111.20949150007162,112.48092857016168,113.21050342886171,114.06364310919636,114.81084012920792,100.8596990051066,65.65741265888909,64.38352527575488,144.62967701846142
2023-03-31,113.98640896913486,115.66822537099917,116.3391048468724,117.42531097765716,117.96820641298446,96.83372418590024,61.79729819196276,61.05143451668689,129.19090798689803
2023-04-30,114.73165209256268,116.4132820404948,117.10672452775214,118.2156888008274,118.81561488633042,94.0202977170657,58.70113092407067,58.387037068372486,142.76275207188277
2023-05-31,114.28034388238704,115.84868011681264,116.49293906843424,117.5738130079807,118.06986128075825,95.52928039632641,57.81295049203364,58.27516810100695,153.0455600395366
2023-06-30,115.135551660655,116.83378669834384,117.49216799180591,119.03510481105876,120.09226020959224,99.90113194389684,59.04121440736505,60.16069572482188,184.57541891566981
2023-07-31,115.7667600316302,117.50935565317192,118.17107385910808,120.0382515868513,121.42783138301996,100.90180000766058,59.06170246639437,60.87277593621903,187.27452751839215
2023-08-31,115.07423787892644,116.6433665956102,117.24444017165705,118.82432869543442,119.92779529401447,81.7986761526951,47.47961783128352,49.72278614348151,203.5610726672704
2023-09-30,114.06690929994912,115.51022908583208,116.05672996976168,117.21863707281273,117.99103936401151,85.04897756869457,48.16111217139134,51.24074187444643,167.66578024139167
2023-10-31,115.90586168390222,117.74589043186434,118.50475194627242,119.25917914710352,119.61798506864554,79.21196992522414,42.31804286634314,45.80398219541655,141.8768846046572
2023-11-30,118.6545155435906,120.7186879513874,121.55918566792356,123.12391323111716,124.0922601374504,86.91276976028146,44.973117314385185,49.42380808161166,197.8754876098802
2023-12-31,121.246875903592,123.30188440970274,124.33533721533152,126.07730230461968,127.42495139364875,82.39531778278275,41.476200943704306,45.796652839420034,195.21579277039598
2024-01-31,120.80211386663568,122.8618565086982,123.89095193179594,125.51102365770036,126.85505816685502,83.54811583119759,37.52959428217997,41.73586219966747,224.012553147965
2024-02-29,124.42868471300592,126.50590345355884,127.5249563963351,129.76708081364097,131.35028493496227,116.45739999346041,45.31062730216648,50.80586747578707,205.37867548193242
2024-03-31,126.9499882017884,129.40993609184713,130.64003206686465,133.07677036648403,134.76826981932672,137.1895136877769,48.48181459066378,54.63034401090915,249.51431783854167
2024-04-30,125.5020242090172,127.83832061151963,129.0449397550846,131.2863536996984,132.65096228953988,152.4545070396428,49.666773853010184,56.51763329750648,265.66880679677064
2024-05-31,127.34075391895858,129.88692430178645,131.19837167058628,133.5398352311375,135.18466126338848,143.84733585685535,43.92480880160961,50.04053778698131,283.7536220248559
2024-06-30,127.78129663874104,130.2199147010884,131.45822540697657,133.91479350344122,135.75446087644718,137.8851878129494,40.48697083293932,46.23875382290713,249.74183079440638
2024-07-31,130.0117056966907,132.65982769737988,133.9445027608567,136.56908340641516,138.38822056454444,150.6777133807608,43.377189963660385,49.648405710292174,243.56972371952753
2024-08-31,132.2852996020956,134.87693130558927,136.11580146638426,138.8221063497854,140.66057713304858,158.74046411583473,44.98326694249501,51.705441515394455,280.3561067915943
2024-09-30,134.79390085315305,137.6147589073344,138.8906816977619,141.88397539079176,143.8707887959696,173.84062946014438,48.695799448643136,56.2139225063749,291.87082733630064
2024-10-31,134.59716261692432,137.5059949519731,138.98402544184734,141.87555873863158,143.81243516196298,194.72284204736178,53.794522845058864,62.29535957635728,341.3742892776705
2024-11-30,136.71888069634133,140.2406536461845,141.6894540418852,145.1496312510591,147.35368147660094,211.06194602669922,58.032346310366044,67.30963989963317,438.5897902475097
2024-12-31,134.8556892757423,138.33475533753898,139.7402410605831,142.8600648579072,144.76510238682962,198.92897109978932,54.75560413281551,63.505431784913135,452.2715429195101
2025-01-31,137.18684715371788,140.87499464976963,142.44482038407148,145.735108200094,147.74724236016348,205.6264131599415,56.40623826280821,65.49057697380856,460.01843072299505
2025-02-28,137.72711883299203,141.56998890052466,143.05428401752616,146.18051487372406,147.96063646551156,199.66944245785214,54.61693425661155,63.42378670020936,375.1383599630057
2025-03-31,138.98906392222065,143.15438044654763,144.79988216382543,147.38840952011418,148.4411696870765,191.06547502122356,52.17262421932234,60.64340179226836,371.87212888464245
2025-04-30,142.21767810470865,146.50105483528637,148.38558281557792,150.83184473193006,151.60836265649633,218.9508556855585,59.32047277871778,68.91730531350197,370.9082438678339
2025-05-31,143.6702769080887,148.0833108015751,150.0912815498171,152.98792022652566,154.19156270381274,224.6353539647625,60.36422492014388,69.93121384840211,399.54142048195416
2025-06-30,145.10945129779674,149.65945066995536,151.64214098349257,155.0345232070188,156.6710637680591,225.94501382017924,60.80957759789657,70.37641476583872,344.12643452294776
2025-07-31,145.84610279476533,150.4352940315144,152.3966575483099,156.00220054938794,157.75225482839494,204.78752278334932,55.416033777055226,64.08424915339727,356.3915608434455
2025-08-31,147.64758803862776,152.20901261252723,154.26068548956366,157.9216642895917,159.87162581726207,208.64354474731473,56.94813051323906,66.01338844107059,305.51404937902583
2025-09-30,153.8240239423592,158.85599694113932,161.15159295088603,164.82659445719443,167.01284154326044,193.49809312995114,53.67141194659764,61.76777018763161,248.00093892942635
2025-10-31,153.85166854888894,158.97799526423674,161.2572333396653,165.399957674249,167.83226846314034,199.8077440214707,55.92067468087082,64.50097580153644,424.5960967875317
2025-11-30,156.0155222883094,160.85636623958868,163.24324176213258,167.16576001512388,169.3389855834204,204.10694686804072,57.33403934452409,65.81899716556705,428.27200855691325
2025-12-31,156.4788018352196,161.2163381592222,163.6247545088378,167.57632323751216,169.6904895887403,208.8026034128569,58.479305605719546,66.76924257082185,430.57068089801965
